Deputado,Partido,Estado,Voto,Gênero,Fala,
Ricardo Teobaldo,PTN,PE,Não,M,"Sr. Presidente, político que não tem lado, que não tem posição não merece o respeito das pessoas. O meu voto não modifica muita coisa. O placar já mostra o resultado impeachmando a Presidente da República. Mas eu venho de um Estado de grande liderança e de história no País. Desde que começou o processo de impeachment, eu tenho uma posição formada nesta Casa. Vi muitos companheiros mudarem de lado de um dia para o outro, de uma manhã para uma noite. E acho que o povo vai julgar esses que mudaram, que transferiram votos. Seria muito cômodo agora, com um placar desses, eu dizer que votaria ""sim"". Mas é uma injustiça votar ""sim"" a este processo contra uma mulher séria, honrada, como a Presidente Dilma. E o meu voto é por uma cidade que tem uma tradição, em Pernambuco, de homens sérios, a minha querida Limoeiro. Já passaram por aqui grandes homens públicos, como Maurílio Ferreira Lima, Carlos Alberto Oliveira, Heráclito do Rêgo. Por Limoeiro, por Pernambuco, pela seriedade, eu voto não ao impeachment.",
Sebastião Oliveira,PR,PE,Abstenção,M,"Sr. Presidente, sou um Deputado do Sertão de Pernambuco. Os sertanejos, diferente da região metropolitana, não comungam com a saída da crise através do impeachment. Mas também o povo pernambucano sabe que, em 2014, eu procurei outra opção para o Brasil, que foi acompanhar Marina Silva e Eduardo Campos. Hoje, em respeito ao meu partido, vou me abster do voto.",
Silvio Costa,PTdoB,PE,Não,M,"A maior herança que um homem pode deixar para os seus filhos, netos e bisnetos é a sua honra, a sua integridade, o seu caráter. Hoje, pela segunda vez, uma parcela da elite brasileira... Uma parcela da elite brasileira está torturando a Presidente Dilma. Hoje é um dia que não deveria existir. No futuro, sobre este dia, a história vai contar que a alegria é triste e que o não é a palavra mais bonita da língua portuguesa. Meu voto é não!",
Tadeu Alencar,PSB,PE,Sim,M,"Sr. Presidente, o afastamento de um Presidente da República é sempre algo muito traumático na vida de qualquer país, mas essa é uma noite necessária. Estão presentes os pressupostos políticos e jurídicos que caracterizam crime de responsabilidade da Presidente. Essa grande manifestação do Parlamento brasileiro é o sentimento da maioria da sociedade brasileira. Por isso, hoje, nós começamos, aqui, a reconstruir a vida pública em nosso País, a tentar reconstruí-la. Precisamos seguir mudando. Inclusive, é um imperativo cívico a este Parlamento que a Presidência desta Casa se submeta ao julgamento deste Parlamento, porque a sociedade brasileira não entende que a Presidente da República esteja sendo afastada e que esta Presidência continue sob o repúdio da sociedade. Por Pernambuco, pelo meu líder Eduardo Campos, pelo Brasil, eu voto sim.",
Wolney Queiroz,PDT,PE,Não,M,"Sr. Presidente, a política não é lugar para os fracos, e o povo sabe dar valor ao homem público que tem posição. Então, em nome da democracia, nãoa Eduardo Cunha, não ao golpe, não a um Presidente eleito sem votos. Não ao golpe! Não ao golpe! Não ao golpe!",
Zeca Cavalcanti,PTB,PE,Não,M,"Companheiros, seria facílimo dar um voto aqui, depois de 355 votos favoráveis ao impedimento da Presidenta da República. Mas, venho de Pernambuco, do Sertão de Pernambuco, da cidade de Arcoverde, e lá endossam, assim como alguns companheiros já assinalaram em seus votos. O meu voto é pela democracia, é pelo Brasil, é por Pernambuco, em especial pelo Sertão de Pernambuco. O meu voto é não ao impedimento.",
Adelson Barreto,PR,SE,Sim,M,"Sr. Presidente, Srs. Deputados, Sras. Deputadas, povo brasileiro, em sintonia e harmonia com o povo de Aracaju, com o povo de Sergipe, meu estimado e amado Estado, em sintonia com a maioria do povo brasileiro, na esperança do extirpar da estagnação a que fora submetido este País, na esperança de que o País possa progredir, nós votamos sim.",
Andre Moura,PSC,SE,Sim,M,"Sr. Presidente, inicialmente, eu gostaria de registrar o quão orgulhoso eu sou em liderar uma bancada tão valorosa como a do PSC. Eu quero fazer o registro de um Parlamentar que orgulha muito este Parlamento e o nosso partido e que esteve conosco até a semana passada, mas, na condição de suplente, não está aqui hoje. É o Deputado Marcondes Gadelha, que é um Parlamentar exemplar para nós. Sr. Presidente, quero agradecer a toda a nossa bancada e dizer que nenhum povo é realmente grande, senão pela liberdade que tem ou conquista. Neste momento histórico, nós somos o povo brasileiro, nós somos a Pátria. Pelo Brasil, pelo meu amado Estado de Sergipe, de um grande homem, mestre da Filosofia e do Direito, Tobias Barreto; em nome da família e dos meus filhos, Yandra e Yago, eu voto sim, Sr. Presidente, pelo impeachment.",
Fábio Mitidieri,PSD,SE,Não,M,"Quis o destino e o povo de Sergipe que eu estivesse aqui hoje vivendo este momento. Eu não sou ladrão, não sou corrupto, não sou vendido, sequer sou PT. Também amo a minha família e o povo sergipano, e a democracia nos ensina a respeitar as posições divergentes. Exercendo essa democracia, em consideração ao Estado Democrático de Direito e à vontade das urnas, voto não.",
Fabio Reis,PMDB,SE,Sim,M,"Sr. Presidente, eu voto sim.",
João Daniel,PT,SE,Não,M,"Faço uma homenagem aos grandes homens sergipanos que passaram pelo Congresso Nacional, querido e saudoso ex-Senador José Eduardo Dutra, querido e saudoso ex-Deputado Federal e Governador Marcelo Deda. A classe trabalhadora está nas ruas e não vai aceitar esse golpe de graça. Esse é um golpe contra os pobres, esse é um golpe contra a luta do povo brasileiro, esse é um golpe contra os direitos da classe trabalhadora. Nós votamos com a democracia, nós votamos com a honestidade da Presidenta Dilma. Nós votamos contra o golpe. Não ao golpe! Viva o povo sergipano! Viva o povo brasileiro!",
Jony Marcos,PRB,SE,Sim,M,"Sras. e Srs. Deputados, povo do meu grandioso Estado de Sergipe —o menor Estado do Brasil, Estado que eu amo, Estado maravilhoso —, povo brasileiro, o meu partido, o Partido Republicano Brasileiro, do qual eu sou fundador e que é presidido pelo nosso Presidente Marcos Pereira, tomou um posicionamento;e todos nós Deputados decidimos acompanhar o posicionamento, a direção dada pelo nosso Presidente. Eu sou o último Deputado do PRB que vota nesta noite e devo dizer a todos que vou honrar osmeus companheiros e acompanhar o voto de todos os 21 Deputados que me antecederam aqui nesta tribuna. Voto sim, Sr. Presidente.",
Laercio Oliveira,SD,SE,Sim,M,"Sr. Presidente, nobres Deputados e Deputadas, a partir daqui nós temos um compromisso muito grande de resgatar o nosso País para o desenvolvimento. Este momento é um ponto de partida. Em nome do Brasil, em nome do meu povo de Sergipe, do meu povo de Aracaju, e na esperança de dias melhores, meu voto é sim.",
Valadares Filho,PSB,SE,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, pensando no melhor para o povo brasileiro, respeitando a nossa Constituição, seguindo a orientação do meu partido, pelos aracajuanos, pelo meu querido povo de Sergipe e pelo povo do Brasil, eu voto sim.",
Arthur Lira,PP,AL,Sim,M,"Sr. Presidente, tenho o prazer de abrir a votação do último Estado, o Estado de Alagoas. Antes do meu voto, queria parabenizar ao belíssimo trabalho do Relator, meu amigo, Deputado Jovair Arantes. Não acredito que o resultado de hoje, já consagrado por esta Casa, vá permitir que a Casa não tenha diálogo para encontrar um caminho para o desenvolvimento do Brasil. Em nome desse diálogo, em nome do desenvolvimento, chego a este meu segundo mandato com a certeza de que o desenvolvimento e a mudança da vida das pessoas é o grande trabalho deste Congresso. O Brasil está parado. E nós temos que encontrar essa saída. Em nome dessa saída, do progresso dos alagoanos, dos meus filhos, de quem vive em Alagoas, eu, encaminhando junto com meu partido, que fechou questão a favor do impeachment, dou meu voto sim ao prosseguimento.",
Cícero Almeida,PMDB,AL,Sim,M,"Sr. Presidente, Srs. Deputados, este momento não estava na minha programação. Eu tenho certeza de que a população alagoana que votou em mim durante os últimos 15 anos não tinha como objetivo que eu participasse deste momento. Mas eu tenho uma gratidão e uma dívida para com Deus, para com o povo alagoano e para com uma senhora que está nos assistindo agora: minha mãe, com 83 anos de idade. Agradeço a Deus, pela vida que me devolveu inúmeras vezes; agradeço à população alagoana, por tudo o que fez por mim durante os últimos 15 anos. Portanto, pela lealdade especialmente ao meu povo e à minha capital, meu voto é sim, pelo impeachment.",
Givaldo Carimbão,PHS,AL,Não,M,"Sr. Presidente, Sras. e Srs. Deputados, Nação brasileira, seria muito fácil, depois de 20 votos a mais, querer aparecer e, de repente, fazer média com a sociedade, mas esse não é meu perfil, Sr. Presidente. Prefiro perder em pé, mas com dignidade, a fazer aquilo que muitos fizeram aqui, sem ter a coragem de enfrentar a sua posição. Aqui há homens de bem. Tenho 20 anos nesta Casa. Companheiros e companheiras Deputadas e Deputados, o Supremo Tribunal Federal julgou uma causa antes de ontem, e o resultado foi cinco a cinco. Ali estão os maiores juristas do Brasil julgando a Constituição, e o resultado foi uma divisão no Supremo: cinco a cinco. Quanto mais o Parlamento, que é uma Casa política! O Parlamentar tem toda a liberdade de divergir! Portanto, Sr. Presidente, fiz o meu registro na Casa por três vezes... e continuo com a minha posição: eu não vou lavar as minhas mãos, como Pôncio Pilatos. Eu voto não, Sr. Presidente.",
JHC,PSB,AL,Sim,M,"Quis o povo do meu honrado Estado de Alagoas que eu estivesse aqui, no dia de hoje, para fazer história. Eu sabia da minha responsabilidade, por ter sido o Deputado Federal mais votado daquele Estado; sabia da minha responsabilidade, também, por ser o Deputado mais jovem. E, hoje, com essa responsabilidade na minha mão, de representar os jovens que querem uma política séria, transparente, ética — e também representando o povo brasileiro —, venho aqui me manifestar. Ao contrário do que dizem argumentos falaciosos — e como dizia Schumpeter sobre a democracia participativa —, hoje o Governo tudo o que pregou faz diferente. Sr. Presidente, se nós formos analisar por essa interpretação de regimes, em Cuba tem eleição, na Coreia do Norte tem eleição, no Iraque teve eleição. Portanto, Sr. Presidente, não podemos virar as costas para a opinião pública e fingir que o que povo fala e o que as ruas falam não importam neste momento. Sr. Presidente, Sras. e Srs. Deputados, o Deputado Jhc vota sim pelo impeachment. Viva Alagoas! Viva Maceió!",
Marx Beltrão,PMDB,AL,Sim,M,"Diante da impossibilidade de novas eleições, em favor dos 10 milhões de desempregados no nosso País; em favor de melhorar a economia do nosso País; em favor da minha querida cidade de Coruripe; em homenagem aos jovens do nosso País, à minha geração, à geração dos meus filhos, à geração que clama por esperança e por dias melhores; pelo bem da Nação e, acima de tudo, pelo bem do meu Estado de Alagoas, eu voto sim pelo impeachment da Presidente.",
Maurício Quintella Lessa,PR,AL,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, meus queridos amigos do Estado de Alagoas, do litoral ao sertão do meu Estado, quero dizer que, quando este processo começou, eu não tinha opinião formada. Eu fui para a Comissão Especial, lá sentei ao lado do Deputado Jovair Arantes, do Deputado Rogério Rosso, do Deputado Carlos Sampaio, de todos aqueles companheiros. Ouvi, com toda a atenção, os denunciantes, dissequei a defesa e fiz meu convencimento. Quero aqui dizer, companheiros, que a Presidente da República não cometeu um crime de responsabilidade: ela cometeu um rol de crimes de responsabilidade. Ela atentou contra o Orçamento do País, ela atentou contra a competência do Congresso Nacional, ela atentou contra a própria democracia. Mesmo tendo o meu partido orientação diferente, eu não podia liderar a maioria da minha bancada, pelo menos, para o precipício. Renunciei à liderança da minha bancada, para chegar a este momento aqui em paz com o meu travesseiro, que é o melhor amigo da minha consciência. Voto sim pelo impeachment! Voto sim pelo afastamento da Presidenta!",
Paulão,PT,AL,Não,M,"Companheiros e companheiras Parlamentares, povo brasileiro, eu queria discutir um dos princípios fundamentais da Constituição de 1988: o poder emana do povo. E a referência era o velho Ulysses Guimarães, um verdadeiro brasileiro que recepcionou na sua Carta Magna a soberania nacional, a defesa pelo Brasil. Agora vejam a vergonha! A Casa está sendo presidida... pelo sacripanta Deputado Eduardo Cunha, que não tem amor ao Brasil, até porque suas contas não são no Brasil, são na Suíça e no Panamá. É por isso que, independente desse resultado, honrando o povo brasileiro, no sangue e na luta do Zumbi, e agradecendo aos movimentos sociais, a luta continua! Não ao golpe! Não ao golpe!",
Pedro Vilela,PSDB,AL,Sim,M,"Sr. Presidente, Sras. e Srs. Deputados, em respeito ao povo de Alagoas, em defesa da Constituição Federal, em nome da memória do meu avô, minha maior referência, o saudoso Menestrel das Alagoas, Teotônio Vilela (palmas), para renovar a esperança do povo brasileiro, eu voto sim.",
Ronaldo Lessa,PDT,AL,Não,M,"Sr. Presidente, Srs. Deputados, chegamos a uma época da vida que achamos que não vai passar por nada mais difícil do que passou. Melhorou, porque a decisão já está tomada, é menos ruim. Ou talvez fosse melhor, se eu tivesse que decidir. Mas falo por dois motivos, Sr. Presidente, rapidamente. Primeiro, pelo clamor da sociedade, que é pela mudança. Por isso, tentei ver se o PDT abria a questão, mas o PDT já tinha fechado, sob a alegação irrefutável, que eu não podia discutir, de que não havia crime de responsabilidade para se tirar a Presidente da República. Isso é inquestionável, principalmente para quem já foi Chefe do Executivo. Portanto, voto não. E voto não também em nome dos nordestinos, do povo do Brasil!",
